CNAME,GES_FLD,WG,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,XI,MH,ALPHA_FE,VRAD,E_VRAD,VSINI,E_VSINI,TEFF_PHOT,E_TEFF_PHOT,TEFF_IRFM,E_TEFF_IRFM,FBOL_IRFM,HE1,LI1,C1,C2,C3,N2,N3,O1,O2,NE1,NE2,NA1,MG1,MG2,AL1,AL2,AL3,SI1,SI2,SI3,SI4,S1,S2,S3,CA1,CA2,SC1,SC2,TI1,TI2,V1,V2,CR1,CR2,MN1,FE1,FE2,FE3,CO1,NI1,CU1,ZN1,SR1,Y1,Y2,ZR1,ZR2,NB1,MO1,RU1,BA2,LA2,CE2,PR2,ND2,SM2,EU2,GD2,DY2,SPT
10411636-6454552,IC2602,WG11:WG12:WG13,160.31816666666398,-64.91533333333221,106.22071,4858.0,15.0,2.7449749,0.030222451,0.1562416,1.41,,,-17.5124,0.36459148,2.2416668,3.4610769999999995,,,,,,,-1.0,8.11,,,,,8.812000000000003,,,,6.48,7.67,,6.5899997,,,7.7,7.49,,,,,,6.61,6.29,3.21,3.5400002,5.02,5.04,4.31,,5.78,5.64,5.57,7.62,7.61,,5.14,6.43,4.35,4.5939999999999985,,,2.28,2.76,2.74,,2.18,,2.234,1.03,1.75,,1.67,,0.55,,,K0.5III
10432523-6413062,IC2602,WG11:WG12:WG13,160.85512499999732,-64.2183888888878,187.68846,4139.0,0.0,2.06,0.0,-0.18,1.3532025,,,-17.31005,0.36485606,6.3854,4.757501,,,,,,,0.93593425,,,,,,8.852,,,,6.36,7.56,,6.39,,,7.65,,,,,,,6.711,,3.394,3.52,5.07,5.03,4.2469997,,5.64,5.685,4.69,7.44,7.61,,5.14,6.53,4.51,4.3439999999999985,,,2.18,2.4,2.66,,,,2.514,1.16,1.8900001,,2.25,,0.69,,,K2III
10313722-6327243,IC2602,WG11:WG12:WG13,157.90508333333068,-63.45674999999894,138.80345,5236.0,8.0,3.094631,0.059816565,0.07391445,1.3033333,,,-17.197548,0.36449593,3.191818,3.6385639,,,,,,,-1.0,7.84,,,,,8.692,,,,6.48,7.48,,6.39,,,7.49,7.32,,,,,,6.52,6.34,3.14,3.45,4.95,4.96,4.14,,5.67,5.56,5.4,7.55,7.56,,4.93,6.26,4.07,4.604,,,2.17,2.75,2.7,,2.09,,2.444,1.08,1.82,,1.67,,0.41000003,,,G8III
10312182-6329281,IC2602,WG11:WG12:WG13,157.84091666666401,-63.491138888887825,125.05241399999998,4643.0,12.0,2.4743072999999995,0.033868477,-0.18463059,1.2966666,,,-17.04135,0.36445865,2.1527777,3.1660888,,,,,,,-1.0,,,,,,8.712,,,,5.96,7.37,,6.2599998,,,7.33,7.22,,,,,,6.25,,2.84,3.3000002,4.76,4.84,3.9399998,,5.32,5.34,5.15,7.22,7.26,,4.79,6.05,3.98,4.464,,,1.81,2.27,2.33,,1.75,,1.894,0.68,1.46,,1.4,,0.09,,,K1III
10434029-6444223,IC2602,WG11:WG12:WG13,160.91787499999725,-64.7395277777767,116.78043,4927.0,11.0,2.545929,0.06261646,-0.24587911,1.4966666000000002,,,-16.5564,0.3645207,2.1916666,2.6962113,,,,,,,-1.0,7.93,,,,,8.642000000000001,,,,5.97,7.29,,6.22,,,7.3,7.14,,,,,,6.23,6.18,2.82,3.21,4.73,4.77,3.83,,5.29,5.26,5.05,7.2,7.2,,4.71,5.97,3.88,4.3439999999999985,,,1.69,2.21,2.22,,,,1.8340001,0.6,1.4000001,,1.25,,0.02000001,,,G8III
10384635-6400489,IC2602,WG11:WG12:WG13,159.69312499999734,-64.01358333333226,194.93361,6005.0,0.0,3.86,0.0,0.12,1.2406547,,,-16.4858,0.52958137,30.582937,7.603041,,,,,,,3.0588596000000003,8.21,,,,,,,,,6.34,7.58,,6.47,,,7.54,7.65,,,7.91,,,6.581,6.12,,3.37,5.03,5.13,4.377,,5.82,6.0249996,5.46,7.7,7.73,,4.97,6.26,4.66,4.704,,,2.57,3.85,,,,,2.734,,,,2.06,,0.64,,,G0IV
10412220-6447128,IC2602,WG11:WG12:WG13,160.3424999999973,-64.7868888888878,120.984726,5018.0,16.0,2.9408586,0.04048921,0.15604429,1.35,,,-16.327198000000006,0.36450326,2.4782789000000003,3.556169,,,,,,,-1.0,8.09,,,,,8.762,,,,6.44,7.61,,6.47,,,7.64,7.41,,,,,,6.58,6.34,3.13,3.5300002,5.09,5.06,4.23,,5.76,5.62,5.54,7.63,7.65,,5.05,6.41,4.22,4.5539999999999985,,,2.33,2.82,2.8,,2.22,,2.404,1.15,1.88,,1.71,,0.59000003,,,G8III
10361111-6409576,IC2602,WG11:WG12:WG13,159.04629166666396,-64.16599999999889,138.26398999999998,4966.0,46.0,2.6636927000000004,0.07311096,-0.04699206,1.0,,,-16.22905,0.36447668,2.860909,3.4177203,,,,,,,-1.0,7.91,,,,,8.562000000000001,,,,6.21,7.34,,6.27,,,7.35,7.16,,,,,,6.38,6.19,2.91,3.26,4.78,4.74,4.0,,5.46,5.33,5.21,7.37,7.38,,4.77,6.11,4.0,4.394,,,2.04,2.65,2.5,,2.01,,2.3040001,0.88,1.73,,1.49,,0.24000001,,,G8III
10430175-6411523,IC2602,WG11:WG12:WG13,160.75729166666397,-64.19786111111003,67.65259,7006.0,500.0,2.5,1.2,0.0,,,,-15.975249,0.41120943,21.273346,5.873422,,,,,,,3.47,7.61,,,,,,,,,6.23,7.76,,,,,7.51,,,,,,,6.521,,,2.82,4.72,4.41,5.3069997,,5.8,5.375,5.78,,,,6.49,6.35,4.42,4.3640003,,,2.26,,,,,,2.2740002,,,,,,,,,F1V
10482491-6353483,IC2602,WG11:WG12:WG13,162.10379166666394,-63.89674999999894,178.17197,4996.0,22.0,3.0936632,0.02521727,0.03837831,1.15,,,-15.5873995,0.36424702,2.1694446,2.8711548,,,,,,,-1.0,8.03,,,,,8.702,,,,6.24,7.5499997,,6.39,,,7.52,7.29,,,,,,6.5,6.3,3.05,3.44,5.01,4.98,4.14,,5.6,5.4900002,5.41,7.53,7.5,,4.94,6.26,4.25,4.494,,,2.18,2.7,2.62,,2.1,,2.2940001,1.02,1.7900001,,1.67,,0.36,,,G8III
10425333-6406020,IC2602,WG11:WG12:WG13,160.7222083333306,-64.10055555555445,135.4787,5000.0,26.0,2.7924707000000004,0.022721045,-0.033120815,1.3766667,,,-15.375649,0.36441508,2.405952,3.5219588,,,,,,,-1.0,7.89,,,,,8.722000000000001,,,,6.21,7.509999799999999,,6.3399997,,,7.45,7.29,,,,,,6.42,6.24,2.99,3.3300002,4.9,4.89,4.03,,5.56,5.4,5.3,7.43,7.42,,4.88,6.16,4.17,4.604,,,2.07,2.63,2.59,,2.02,,2.174,1.02,1.7,,1.6,,0.29,,,G8III
10501173-6332406,IC2602,WG11:WG12:WG13,162.54887499999725,-63.54461111111004,108.51955,4883.0,11.0,2.8957398,0.065736,0.22390161,1.45,,,-14.78725,0.3646,2.4586036,3.5509803,,,,,,,-1.0,8.21,,,,,8.882,,,,6.74,7.7799997,,6.73,,,7.83,7.62,,,,,,6.67,6.28,3.32,3.65,5.21,5.12,4.45,,5.85,5.84,5.7,7.7,7.74,,5.29,6.54,4.4,4.414,,,2.25,2.81,2.76,,2.25,,2.214,1.04,1.7900001,,1.63,,0.62,,,K1.5III
10502012-6342055,IC2602,WG11:WG12:WG13,162.58383333333055,-63.7015277777767,148.82419,4746.0,30.0,2.673359,0.0033835287,0.08895155,1.5,,,-14.43255,0.36437562,2.5280192,3.5746753,,,,,,,-1.0,8.16,,,,,8.792,,,,6.37,7.63,,6.5299997,,,7.69,7.51,,,,,,6.4900002,,3.07,3.5,4.98,5.01,4.17,,5.66,5.63,5.56,7.56,7.64,,5.08,6.36,4.27,4.474,,,2.24,2.63,2.71,,2.1,,2.244,1.0,1.7700001,,1.72,,0.54,,,K1.5III
10415106-6413256,IC2602,WG11:WG12:WG13,160.46274999999727,-64.22377777777668,52.305588,3915.0,0.0,1.58,0.0,-0.05,,,,-9.000199,0.3669863,6.8182,4.9198427,,,,,,,-1.0,8.13,,,,,,,,,0.99,7.75,,6.3399997,,,7.87,9.27,,,,,,6.37,,2.934,3.49,4.91,4.67,4.08,,5.51,5.6949997,,7.46,7.95,,5.15,6.49,4.37,,,,1.83,2.15,2.68,,1.85,,2.0540001,0.75,1.5500001,,1.42,,0.21000001,,,K5III
10431551-6404238,IC2602,WG11:WG12:WG13,160.81462499999728,-64.07327777777671,72.638275,7666.0,750.0,5.0,0.2,0.0,,,,0.5186,0.32689932,17.271427,3.3,,,,,,,2.64,7.86,,,,,9.232,,,,5.71,7.04,,,,,7.07,,,,,,,5.771,,,3.14,5.47,4.96,5.3870000000000005,,5.52,5.325,5.54,,,,5.74,6.37,4.1,,,,2.45,,,,,,0.97400004,,,,2.83,,,,,F1V
10464058-6421577,IC2602,WG11:WG12:WG13,161.66908333333063,-64.36602777777668,127.5133,7589.0,750.0,2.1049383,1.2,0.0,,,,7.9330997,3.0256994,,,,,,,,,3.31,7.79,,,,,9.272,,,,6.25,7.65,,,,,7.68,,,,,,,6.341,5.86,,2.75,4.62,4.47,5.5470000000000015,,5.73,5.205,6.17,,,,7.0,6.33,,4.3039999999999985,,,2.24,,,,,,1.544,,,,,,,,,A9IV
10504603-6428460,IC2602,WG11:WG12:WG13,162.6917916666639,-64.47944444444336,270.40298,10557.0,750.0,4.348868,0.2,0.2,2.0,,,20.9677,0.31153694,4.557857,1.7485714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410641-6428279,IC2602,WG11:WG12:WG13,160.27670833333062,-64.47441666666559,312.88208,11500.0,750.0,4.0041150000000005,0.2,0.0,,,,23.5057,0.31165367,5.0407142999999985,1.8971428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404211-6439116,IC2602,WG11:WG12:WG13,160.17545833333062,-64.65322222222112,328.98865,11158.0,750.0,4.151031,0.2,-0.3,2.0,,,29.4947,0.31180114,5.486428299999999,2.0342855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303798-6330550,IC2602,WG11:WG12:WG13,157.6582499999973,-63.515277777776696,76.75804000000002,4691.0,29.0,2.6795819,0.04248758,-0.047953717,1.24,,,32.0572,0.36512485,3.6423612,3.7573473,,,,,,,-1.0,8.15,,,,,8.912,,,,6.1299996,7.64,,6.52,,,7.45,7.23,,,,,,6.39,,3.05,3.41,5.01,4.97,4.14,,5.47,5.31,5.18,7.27,7.31,,4.99,6.15,4.17,4.324,,,1.96,2.4,2.43,,1.94,,1.7440001,0.56,1.45,,1.48,,0.39,,,K1IV
10423748-6411137,IC2602,WG11:WG12:WG13,160.65616666666392,-64.18713888888779,190.18903,4751.0,15.0,2.483406,0.06631144,-0.04911535,1.42,,,37.870003,0.36423495,2.3750393,3.4238226000000003,,,,,,,-1.0,8.1,,,,,8.752,,,,6.16,7.5,,6.41,,,7.47,7.32,,,,,,6.37,6.09,2.94,3.3600001000000006,4.81,4.93,4.02,,5.47,5.44,5.32,7.38,7.44,,4.91,6.18,4.12,4.314,,,2.01,2.46,2.48,,1.9,,2.194,0.89,1.57,,1.51,,0.31,,,K1III
10463154-6329392,IC2602,WG11:WG12:WG13,161.6314166666639,-63.49422222222113,118.11485,4743.0,38.0,2.5052247000000003,0.02014826,-0.06005294200000001,1.6366668,,,44.34365,0.36457416,2.9424205000000003,3.6873527,,,,,,,-1.0,8.05,,,,,8.702,,,,6.0899997,7.47,,6.3399997,,,7.47,7.28,,,,,,6.34,,3.074,3.3000002,4.81,4.86,3.9099998,,5.45,5.4300003,5.39,7.35,7.39,,4.89,6.15,4.13,4.324,,,1.91,2.49,2.44,,1.83,,2.004,0.83,1.58,,1.51,,0.41000003,,,K1.5III
10414561-6534337,IC2602,WG11:WG12:WG13,160.44004166666394,-65.57602777777666,97.01499,5119.0,19.0,2.921322,0.04077434,-0.049642045,1.48,,,45.384804,0.36466783,2.1805556,2.724148,,,,,,,-1.0,7.88,,,,,8.742,,,,6.3399997,7.44,,6.35,,,7.45,7.3,,,,,,6.39,6.23,3.03,3.43,4.84,4.93,4.02,,5.52,5.4900002,5.28,7.4,7.47,,4.89,6.21,4.1,4.5139999999999985,,,2.02,2.46,2.65,,,,2.194,0.98,1.73,,1.56,,0.42000002,,,G8III
10452008-6355271,IC2602,WG11:WG12:WG13,161.33366666666396,-63.92419444444336,73.818596,4962.0,19.0,3.3439300000000003,0.05153272,0.034930214,1.04,,,46.55325300000001,0.365169,3.5881943999999995,3.7522686,,,,,,,-1.0,8.16,,,,,8.882,,,,6.24,7.61,,6.5,,,7.53,7.38,,,,,,6.4900002,,3.16,3.52,5.01,5.03,4.2599998,,5.62,5.5,5.45,7.51,7.51,,5.07,6.39,4.22,4.524,,,2.23,2.49,2.82,,2.11,,2.0740001,0.91,1.6700001,,1.54,,0.29,,,K1IV
10445489-6354018,IC2602,WG11:WG12:WG13,161.22870833333064,-63.90049999999894,109.791855,4690.0,6.0,2.1765633,0.054909300000000015,-0.6136579000000001,1.36,,,47.2901,0.3645481,2.1222222,2.4061286,,,,,,,-0.4665628,7.71,,,,,8.492,,,,5.5099998,7.0499997,,5.95,,,6.98,6.89,,,,,,5.94,,2.43,2.8200002,4.42,4.51,3.4299998,,4.81,4.7949996,4.48,6.69,6.74,,4.29,5.53,3.42,4.0539999999999985,,,1.39,1.97,2.05,,1.52,,1.324,0.09,0.77,,0.91,,-0.14,,,G4III-IV
10441221-6403452,IC2602,WG11:WG12:WG13,161.05087499999732,-64.06255555555445,104.12619,4756.0,1.0,2.8071744,0.073534824,-0.4177653,1.18,,,49.5633,0.3645864,2.0972223,2.4980592999999995,,,,,,,-1.0,7.99,,,,,8.752,,,,5.79,7.37,,6.21,,,7.27,7.17,,,,,,6.2200003,,2.78,3.24,4.74,4.85,3.83,,5.13,5.16,4.8,7.05,7.14,,4.65,5.9,3.66,4.414,,,1.82,2.23,2.39,,1.81,,1.654,0.61,1.23,,1.44,,0.41000003,,,K0III-IV
10432640-6406387,IC2602,WG11:WG12:WG13,160.85999999999726,-64.11074999999889,77.372086,6596.0,534.0,3.9675713,0.14566524,0.16005117,2.19,,,51.82865,0.3681146,10.341309,5.990724,,,,,,,3.1263015,8.4,,,,,9.8220005,,,,6.29,7.72,,6.65,,,7.56,8.1,,,7.7,,,6.521,6.49,4.314,3.5300002,5.11,5.17,4.667,,5.7,5.85,5.57,7.51,7.71,,5.22,6.32,4.62,4.714,,,2.1,,2.73,,,,1.53,1.03,,,1.78,,,,,F5IV-V
10492808-6401074,IC2602,WG11:WG12:WG13,162.36699999999726,-64.01872222222114,114.539856,4697.0,21.0,2.5611427000000004,0.05357564,0.016524665,1.59,,,53.71220400000001,0.36454025,2.4772220000000003,3.5554137000000003,,,,,,,-1.0,8.27,,,,,8.872,,,,6.3399997,7.64,,6.5,,,7.59,7.41,,,,,,6.42,,3.07,3.43,4.98,4.96,4.15,,5.57,5.57,5.49,7.46,7.49,,5.08,6.34,4.26,4.494,,,1.97,2.5,2.5,,1.98,,2.0640001,0.9,1.62,,1.57,,0.44,,,K1.5III
10345649-6408023,IC2602,WG11:WG12:WG13,158.7353749999973,-64.13397222222116,244.01324,10846.0,750.0,4.303704,0.2,0.0,,,,55.7319,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301225-6435258,IC2602,WG11:WG12:WG13,157.55104166666402,-64.59049999999893,99.38904,4708.0,5.0,2.4383304,0.05043466,-0.09696056,1.48,,,80.43315,0.3647918,3.506493,3.8934362,,,,,,,-1.0,8.14,,,,,8.832,,,,6.1299996,7.5499997,,6.42,,,7.52,7.34,,,,,,6.31,,2.91,3.27,4.86,4.95,4.04,,5.43,5.39,5.19,7.29,7.34,,4.93,6.12,4.03,4.6340002999999985,,,1.8,2.25,2.24,,1.88,,1.8540001,0.62,1.4300001,,1.37,,0.39999998,,,K1III
10314490-6329221,IC2602,WG11:WG12:WG13,157.93708333333063,-63.48947222222114,234.92775,6544.0,0.0,3.99,0.0,-0.1,1.4720339,,,,,,,,,,,,,3.1298065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F5IV-V
10523363-6424505,IC2602,WG11:WG12:WG13,163.14012499999725,-64.4140277777767,277.51584,14820.0,750.0,4.0597987,0.2,-0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17471834+0530062,IC4665,WG11:WG10:WG12,266.8264166666621,5.501722222222129,108.94066,6181.0,65.0,3.9763718,0.16551474,-0.2443829,1.49,,,-45.94565,0.39413023,19.349586,5.8845973,,,,,,,2.718354,8.04,,,,,,,,,6.37,7.06,,6.27,,,7.27,7.22,,,7.13,,,6.27,6.18,3.904,2.99,4.63,4.53,3.8799999,,5.3,5.4049997,5.14,7.27,7.24,,5.26,5.93,3.94,4.4240002999999986,,,1.66,,,,,,1.84,0.89,,,2.17,,,,,F8V
17461845+0528170,IC4665,WG11:WG12,266.5768749999956,5.4713888888887965,113.70743600000002,6045.0,22.0,4.1478086,0.036673624,0.08589789,1.37,,,-36.504547,0.365065,4.833,4.107678,,,,,,,1.604468,8.23,,,,,8.922,,,,6.25,7.5699997,,6.42,,,7.49,7.35,,,7.17,,,6.53,6.21,,3.52,4.99,4.9900002,4.18,,5.7,5.4700003,5.49,7.53,7.54,,4.96,6.3,4.24,4.644,,,2.08,,2.74,,,,2.15,1.28,,,1.65,,0.35,,,G0.5IV
17455679+0601044,IC4665,WG11:WG12,266.48662499999557,6.017888888888787,126.56031000000002,6259.0,65.0,4.1170897,0.043795664000000005,0.13113712,2.46,,,-35.68525,0.3660506,8.515834,5.8381370000000015,,,,,,,1.8629186,8.32,,,,,8.972000000000003,,,,6.25,7.71,,6.45,,,7.56,7.54,,,7.22,,,6.4700003,6.4,,3.5,4.98,5.09,4.4,,5.61,5.9900002,5.56,7.51,7.58,,4.94,6.3,4.31,4.394,,,2.12,,2.99,,,,1.85,1.29,,,1.73,,0.5,,,F8V
17475250+0513595,IC4665,WG11:WG12,266.9687499999955,5.233194444444357,239.1138,6317.0,0.0,3.88,0.0,-0.03,1.3704274,,,-35.67305,4.2426405,,,,,,,,,2.9771342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F5IV-V
17471166+0541502,IC4665,WG11:WG12,266.79858333332885,5.69727777777768,104.775505,5490.0,22.0,3.8298604,0.063667946,0.12124553,0.99333334,,,-33.87915,0.36490408,3.9125,3.6798851,,,,,,,2.0553823,8.16,,,,,8.782001,,,,6.29,7.63,,6.45,,,7.6,7.41,,,,,,6.59,6.23,3.16,3.5800002,5.02,5.17,4.2,,5.71,5.69,5.48,7.59,7.54,,5.01,6.32,4.32,4.714,,,2.11,,,,,,2.21,1.93,1.75,,1.56,,0.34,,,G2.5V
17451225+0514597,IC4665,WG11:WG12,266.3010416666622,5.249916666666577,114.88901,6421.0,74.0,3.9988518,0.056724,-0.3766757,1.61,,,-31.553999,0.3714856,12.651828,5.6019716,,,,,,,2.7681572,7.96,,,,,,,,,5.7799997,7.31,,6.12,,,7.08,7.24,,,7.03,,,6.19,6.16,,2.83,4.62,4.57,4.157,,5.16,5.41,5.05,7.21,7.25,,5.16,5.83,3.8,4.334,,,1.77,,,,,,2.18,0.84,,,,,,,,F2V
17444501+0525346,IC4665,WG11:WG12,266.18754166666224,5.426277777777687,128.14734,6405.0,78.0,4.053429,0.09651742,-0.17058463,1.9066668,,,-30.18265,0.36594862,7.9089399999999985,5.6740255,,,,,,,2.0608256000000003,8.02,,,,,,,,,6.0299997,7.27,,6.2,,,7.33,7.27,,,7.03,,,6.33,6.23,,3.18,4.73,4.71,4.5,,5.36,5.5,5.17,7.25,7.29,,4.81,6.01,4.03,4.3640003,,,1.9,,,,,,1.9599999,0.89,,,1.52,,0.17,,,F5IV-V
17453550+0519023,IC4665,WG11:WG12,266.3979166666621,5.317305555555467,128.02766,6317.0,0.0,3.88,0.0,-0.03,1.3704274,,,0.71355003,3.032109,,,,,,,,,2.0821776,8.23,,,,,,,,,6.5,7.47,,6.52,,,7.33,7.39,,,7.54,,,6.221,6.67,4.284,3.09,5.14,5.01,4.407,,5.51,5.665,5.34,7.66,7.73,,5.2,6.1,3.79,4.954,,,2.89,,,,,,2.494,,,,,,,,,F5IV-V
17443667+0537161,IC4665,WG11:WG10:WG12,266.15279166666215,5.621138888888793,129.38308999999998,6262.0,0.0,3.89,0.0,-0.03,1.3422071000000002,,,1.9799,1.2971942,42.838455,10.127676,,,,,,,2.9054215,8.52,,,,,9.702,,,,6.64,7.51,,6.64,,,7.56,7.59,,,7.73,,,6.421,6.61,4.674,3.35,5.27,5.13,4.317,,5.72,5.8149996,5.44,7.69,7.88,,5.07,6.21,4.1,4.984,,,2.82,,,,,,2.8240001,,,,,,,,,F6IV
17470638+0526026,IC4665,WG11:WG12,266.77658333332886,5.434055555555464,241.9089,6370.0,200.0,3.9687693,0.19776663,-0.037128117,1.85,,,7.64775,0.38118893,18.235512,5.6683254000000005,,,,,,,2.5681865000000004,8.06,,,,,,,,,6.2,7.45,,6.45,,,7.37,7.45,,,7.44,,,6.46,6.19,4.0139999999999985,3.25,4.83,4.73,4.65,,5.46,5.58,5.32,7.41,7.39,,6.24,6.11,4.21,4.3439999999999985,,,1.95,,,,,,1.78,0.97,,,1.44,,,,,F7IV
17474322+0540474,IC4665,WG11:WG12,266.9300833333288,5.679833333333237,229.2852,7101.0,0.0,4.03,0.0,-0.13,,,,19.34995,1.1305621,44.46953,11.051222,,,,,,,2.849062,7.78,,,,,9.102,,,,6.29,7.31,,6.6,,,7.28,7.27,,,7.38,,,6.101,6.21,,2.93,5.37,4.64,4.8469996,,5.56,5.5249996,5.26,7.63,7.4,,5.18,6.29,,4.5139999999999985,,,2.72,,,,,,2.8240001,,,,,,1.05,,,A7III
17452906+0601462,IC4665,WG11:WG12,266.37108333332884,6.0294999999998975,106.38266000000002,6518.0,0.0,4.01,0.0,-0.06,1.4566021,,,,,,,,,,,,,3.0827767999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F5V
17461964+0534066,IC4665,WG11:WG12,266.5818333333289,5.568499999999906,139.12581,6983.0,0.0,4.1,0.0,-0.02,1.7370803,,,,,10.369091,4.7818184,,,,,,,2.4729483,,,,,,,,,,6.16,7.92,,6.78,,,7.67,,,,,,,6.8910003,,,,5.49,5.05,,,6.2,,,8.01,7.33,,5.84,6.67,,,,,,,,,,,,,,,,,,,,F0III:n
08512291+1148493,M67,WG11:WG12:WG13,132.8454583333311,11.813694444444248,258.13495,6087.0,500.0,4.0,0.2,0.0,1.249214,,,11.1882,0.3670452,12.14356,5.6318297,,,,,,,,8.2,,,,,9.3220005,,,,5.78,7.59,,6.25,,,6.95,6.67,,,7.09,,,5.311,6.03,,2.61,5.18,4.57,4.457,,5.48,5.225,5.54,6.7,7.2,,5.1,5.88,4.08,3.2640002,,,1.72,4.09,3.35,,,,0.67399997,,2.35,,1.93,,0.95,,,
08511868+1147026,M67,WG11:WG12:WG13,132.82783333333106,11.78405555555536,265.38367,5284.0,500.0,3.3045268,0.45,0.0,1.2512914,,,14.4756,0.39962968,24.226933,6.1472387,,,,,,,,8.43,,,,,,,,,5.55,7.06,,6.04,,,6.93,,,,,,,5.631,,,2.84,4.79,4.72,3.8170002,,5.37,5.415,5.04,6.62,6.82,,4.96,5.83,3.76,2.9940002,,,2.19,3.47,,,,,0.41399997,1.59,1.9299998,,1.73,,1.04,,,
08512940+1154139,M67,WG11:WG12:WG13,132.8724999999977,11.90386111111091,265.43774,5979.0,500.0,3.919753,0.3,0.0,1.2160149,,,47.7567,0.3664681,11.274849,6.031634,,,,,,,1.9,7.98,,,,,,,,,5.7,7.3,,6.0,,,7.11,7.15,,,6.93,,,5.921,7.08,,2.9,4.7,4.61,4.027,,5.35,5.515,5.02,7.01,7.0,,4.84,5.93,3.66,4.164,,,2.03,3.9,,,,,1.4240000000000002,,2.1,,1.38,,,,,
08511799+1145541,M67,WG11:WG12:WG13,132.8249583333311,11.765027777777581,253.40869,6223.0,52.0,3.962293100000001,0.08758899,-0.13429701,0.71500003,,,52.3119,0.36508098,7.5967503,5.6109557,,,,,,,1.782582,,,,,,,,,,5.89,7.34,,6.18,,,7.41,,,,,,,6.3,,,,4.74,4.71,,,5.43,,,7.27,7.32,,,6.04,,,,,2.21,,,,,,2.2800002,,,,,,,,,F9IV-V
08511901+1150056,M67,WG11:WG12:WG13,132.82920833333105,11.83488888888869,279.31024,5940.0,500.0,3.8806584,0.3,0.0,1.2062427,,,52.89825,0.36698443,12.114702,5.712815,,,,,,,,8.24,,,,,9.5720005,,,,5.36,6.89,,6.0,,,6.93,,,,7.18,,,5.231,6.66,,2.54,5.03,4.5,4.4769998,,5.34,5.435,5.15,6.64,6.95,,5.07,5.73,3.67,3.224,,,1.73,4.2,3.06,,,,0.564,,3.05,,1.98,,,,,
07372506-1202241,Melotte71,WG11,114.35441666666472,-12.040027777777574,244.15964,5141.0,56.0,3.0329454,0.11100621,-0.15,0.9,,,32.918648,0.36412233,2.1027777000000003,2.8715248,,,,,,,0.83,7.84,,,,,8.522,,,,6.08,7.32,,6.16,,,7.29,7.24,,,,,,6.2410000000000005,6.16,2.974,3.04,4.71,4.74,3.837000100000001,,5.39,5.395,5.1,7.27,7.29,,4.61,5.95,3.87,4.394,,,2.04,2.4,2.55,,,,2.204,0.93,1.71,,1.49,,0.23,,,
07373561-1202542,Melotte71,WG11,114.39837499999807,-12.048388888888686,209.55597,5036.0,57.0,2.8340278,0.11186658,-0.0999999,1.12575,,,70.578255,0.36417586,2.0777779,2.8240807,,,,,,,0.57,7.87,,,,,8.652000000000001,,,,6.13,7.35,,6.18,,,7.36,7.34,,,,,,6.2810000000000015,6.06,2.914,3.08,4.68,4.79,3.7870002,,5.38,5.4649997,5.08,7.27,7.32,,4.6,5.97,3.88,4.454,,,2.05,2.36,2.54,,,,2.234,0.95,1.73,,1.5,,0.26,,,
07372476-1204326,Melotte71,WG11,114.35316666666472,-12.075722222222021,228.59569,5143.0,56.0,2.9633334,0.11116493,-0.168,0.95,,,84.39265,0.36428756,3.7824345,3.9842322,,,,,,,0.89,7.79,,,,,8.452,,,,6.09,7.28,,6.15,,,7.26,7.24,,,,,,6.181,5.81,2.964,2.99,4.68,4.68,3.8170002,,5.35,5.4049997,5.06,7.24,7.26,,4.57,5.89,3.87,4.334,,,1.97,2.33,2.46,,,,2.3240001,0.92,1.6199999,,1.43,,0.22,,,
06272453-0454116,NGC2232,WG11:WG10:WG12:WG13,96.85220833333167,-4.903222222222139,110.69308,5772.0,1.0,3.984583,0.025935406,0.06507746,1.04,,,-16.659248,0.3645277,2.0,1.8589249,,,,,,,2.3276582,8.24,,,,,8.662,,,,6.25,7.54,,6.3599997,,,7.56,7.44,,,7.21,,,6.52,6.28,3.11,3.65,5.0,4.9900002,4.15,,5.64,5.57,5.43,7.54,7.53,,4.95,6.28,4.25,4.6940002,,,2.11,,,,,,2.2,1.5,,,1.47,,0.33,,,G5IV-V
