CNAME,GES_FLD,WG,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,XI,MH,ALPHA_FE,VRAD,E_VRAD,VSINI,E_VSINI,TEFF_PHOT,E_TEFF_PHOT,TEFF_IRFM,E_TEFF_IRFM,FBOL_IRFM,HE1,LI1,C1,C2,C3,N2,N3,O1,O2,NE1,NE2,NA1,MG1,MG2,AL1,AL2,AL3,SI1,SI2,SI3,SI4,S1,S2,S3,CA1,CA2,SC1,SC2,TI1,TI2,V1,V2,CR1,CR2,MN1,FE1,FE2,FE3,CO1,NI1,CU1,ZN1,SR1,Y1,Y2,ZR1,ZR2,NB1,MO1,RU1,BA2,LA2,CE2,PR2,ND2,SM2,EU2,GD2,DY2,SPT
08510017+1154321,M67,WG11:WG12:WG13,132.75070833333106,11.908916666666467,189.06703,5423.0,56.0,3.823964,0.1120405,0.114,1.09471,,,34.591454,0.36422187,2.188889,3.069415,,,,,,,0.72,8.23,,,,,8.652000000000001,,,,6.27,7.59,,6.45,,,7.58,7.47,,,,,,6.541,6.32,3.264,3.36,5.0,5.06,4.117,,5.7,5.645,5.5,7.54,7.54,,4.92,6.31,4.26,4.704,,,2.23,,2.66,,,,2.204,1.97,1.77,,1.59,,0.49,,,G5IV
08510080+1148527,M67,WG11:WG12:WG13,132.75333333333106,11.814638888888693,205.11601,5733.0,57.0,4.4220667,0.11156894,0.02,0.96,,,34.68975,0.36418596,2.1527777,2.8879302000000004,,,,,,,1.32,8.23,,,,,8.602,,,,6.14,7.53,,6.33,,,7.43,7.41,,,,,,6.421,6.23,3.154,3.19,4.9,4.93,4.017,,5.6,5.5649996,5.39,7.43,7.46,,4.83,6.2,4.1,4.574,,,2.12,,,,,,2.154,1.57,,,1.47,,0.32,,,G5IV-V
08505182+1156559,M67,WG11:WG12:WG13,132.7159166666645,11.948861111110904,234.33679,6045.0,57.0,3.8232586,0.11194274,-0.0499997,1.31,,,35.35065,0.36414662,2.2627273,2.885765,,,,,,,1.78,8.2,,,,,8.622,,,,6.14,7.43,,6.13,,,7.39,7.48,,,7.16,,,6.4110003,6.24,,3.14,4.75,4.85,3.877,,5.49,5.495,5.26,7.35,7.41,,4.72,6.06,4.09,4.5139999999999985,,,2.06,,2.61,,,,2.184,1.05,,,1.36,,0.14,,,F8V
08505891+1148192,M67,WG11:WG12:WG13,132.7454583333311,11.805333333333133,228.89378,6036.0,57.0,4.2286983,0.11167031,-0.034,1.14,,,35.40815,0.36417457,2.491818,3.182938,,,,,,,2.38,8.18,,,,,8.502,,,,6.13,7.48,,6.19,,,7.39,7.47,,,7.13,,,6.3910003,6.24,,3.13,4.81,4.88,3.947,,5.53,5.535,5.3,7.38,7.43,,4.75,6.1,4.11,4.534,,,2.06,,,,,,2.154,1.17,,,1.43,,,,,F8V
08510325+1145473,M67,WG11:WG12:WG13,132.76354166666442,11.76313888888869,244.11118,5887.0,57.0,3.7616758,0.11223027,0.0127215,1.21975,,,35.45515,0.36414358,2.4281816000000003,3.1423192,,,,,,,1.05,8.18,,,,,8.612,,,,6.2,7.5,,6.28,,,7.47,7.53,,,7.18,,,6.471,6.33,3.204,3.25,4.86,4.96,3.937,,5.56,5.5849996,5.32,7.44,7.49,,4.77,6.15,4.15,4.6140003,,,2.16,,2.66,,,,2.234,1.07,,,1.41,,0.3,,,F8V
08511854+1149214,M67,WG11:WG12:WG13,132.82724999999772,11.822611111110911,233.02666,5873.0,57.0,3.7324986,0.11126482,-0.00357348,1.22688,,,35.739304,0.36416402,2.4536362,3.1472595,,,,,,,1.46,8.19,,,,,8.552,,,,6.18,7.45,,6.22,,,7.43,7.56,,,7.19,,,6.401,6.26,3.284,3.19,4.78,4.9,3.8470001,,5.51,5.5449996,5.26,7.4,7.45,,4.72,6.09,4.08,4.5539999999999985,,,2.11,,2.62,,,,2.174,1.02,,,1.35,,0.16,,,F8V
08510524+1149340,M67,WG11:WG12:WG13,132.77183333333113,11.82611111111091,231.99463,6001.0,56.0,4.1740637000000005,0.111871965,-0.036000000000000004,1.15,,,35.749752,0.36414564,2.1694446,2.6984448,,,,,,,2.33,8.18,,,,,8.702,,,,6.1,7.43,,6.17,,,7.38,7.48,,,7.11,,,6.3610000000000015,6.27,,3.11,4.76,4.85,3.897,,5.5,5.5049996,5.24,7.34,7.4,,4.73,6.07,4.05,4.504,,,2.05,,,,,,2.104,1.16,,,1.36,,0.3,,,F8V
08505600+1153519,M67,WG11:WG12:WG13,132.7333333333311,11.897749999999794,248.2751,6064.0,56.0,4.1858,0.11103896,-0.03,1.16,,,35.82795,0.3642201,3.2045453,3.6735947,,,,,,,2.36,8.19,,,,,8.602,,,,6.11,7.48,,6.19,,,7.43,7.5,,,7.19,,,6.3710003,6.25,,3.14,4.79,4.86,3.907,,5.52,5.535,5.27,7.39,7.44,,4.74,6.09,4.08,4.534,,,2.07,,,,,,2.154,1.14,,,1.4,,0.25,,,F8V
08510969+1159096,M67,WG11:WG12:WG13,132.79037499999777,11.985999999999798,224.58855,6009.0,57.0,4.1731824999999985,0.111885004,-0.028,1.12,,,36.912148,0.36415902,2.2055554,2.841839,,,,,,,2.63,8.18,,,,,8.5720005,,,,6.07,7.42,,6.13,,,7.36,7.47,,,7.14,,,6.3610000000000015,6.25,,3.12,4.75,4.87,3.887,,5.49,5.5049996,5.23,7.34,7.41,,4.72,6.05,4.02,4.494,,,2.07,,,,,,2.134,1.12,,,1.36,,0.22,,,F8V
06302682-0441179,NGC2232,WG11:WG12:WG13,97.61174999999837,-4.688305555555477,86.08582,5817.0,33.0,4.2835064,0.019537972,0.011649208,1.09,,,4.18045,0.3609125,2.2892854,3.0744472000000003,,,,,,,,8.34,,,,,,,,,6.24,7.52,,,,,7.48,,,,,,,6.51,6.23,3.22,3.5400002,4.92,5.01,4.15,,5.62,5.78,5.4,7.48,7.53,,4.87,6.24,4.19,4.684,,,2.13,,2.91,,,,2.0900002,1.43,1.7800001,,1.46,,,,,G3V
06280769-0525184,NGC2232,WG11:WG10:WG12:WG13,97.03204166666504,-5.421777777777686,82.406624,5030.0,25.0,4.391538,0.009603678,-0.14242408,1.16,,,4.42065,0.36636183,8.377500999999999,5.692632,,,,,,,0.33102173,,,,,,,,,,6.19,7.47,,6.2799997,,,7.27,7.51,,,,,,6.56,,3.18,3.24,5.05,4.82,4.18,,5.58,5.5849996,5.34,7.38,7.28,,4.74,6.05,3.95,4.604,,,2.22,2.83,,,2.3,,2.084,,2.78,,1.88,,,,,K2V
06281336-0450001,NGC2232,WG11:WG12:WG13,97.05566666666503,-4.833361111111028,195.87314,6666.0,0.0,4.1,0.0,-0.07,1.5290984,,,8.1925,3.0,,,,,,,,,3.4304914,7.77,,,,,,,,,5.0,6.61,,,,,6.88,,,,,,,5.2410000000000005,,,2.41,4.96,4.7,4.527,,5.34,5.625,5.47,7.04,6.8,,4.96,5.72,,3.3140001000000003,,,2.33,4.13,,,,,,,,,1.82,,,,,F1V
06300415-0439388,NGC2232,WG11:WG10:WG12:WG13,97.51729166666505,-4.6607777777777,112.082825,5758.0,12.0,4.2397513,0.006128460600000001,0.06676968,0.96,,,11.4968,0.36452892,2.0694442,2.9452097000000004,,,,,,,1.206984,8.24,,,,,8.592,,,,6.17,7.5699997,,6.44,,,7.52,7.46,,,,,,6.51,6.27,,3.44,4.95,5.03,4.03,,5.67,5.6,5.42,7.54,7.51,,4.92,6.27,4.24,4.6740002999999986,,,2.05,,,,,,2.14,1.49,,,1.44,,,,,G1.5V
06280192-0450497,NGC2232,WG11:WG12:WG13,97.00799999999836,-4.847138888888806,152.15111000000005,7056.0,0.0,4.13,0.0,-0.12,,,,12.458,0.41395387,34.5444,5.655371,,,,,,,3.6,7.88,,,,,9.5720005,,,,5.62,7.04,,,,,7.27,,,,,,,5.6210003,,,2.91,5.57,4.7,5.067,,5.74,5.9849997,5.75,,,,5.9,6.01,4.01,3.7440002,,,1.94,,,,,,0.95399994,,,,2.54,,0.84,,,A7III
06282006-0441518,NGC2232,WG11:WG10:WG12:WG13,97.08358333333167,-4.6977222222221435,111.72965,5738.0,122.0,4.327381,0.2533939,0.0429912,1.925,,,15.55955,0.36929747,13.125909,5.4746237,,,,,,,-0.67571175,8.25,,,,,,,,,6.25,7.5699997,,6.7,,,7.47,7.69,,,7.53,,,6.331,6.35,3.424,3.32,5.14,5.1,4.25,,5.7,5.785,5.51,7.62,7.74,,5.08,6.21,4.49,4.4040003,,,2.43,,3.14,,,,2.43,1.66,2.25,,1.83,,0.68,,,G5III
06265632-0454106,NGC2232,WG11:WG10:WG12:WG13,96.73466666666502,-4.902944444444361,118.022766,5828.0,28.0,4.39,0.0,-0.07988489,1.55,,,16.1886,0.36899737,13.00909,5.486976,,,,,,,3.2185228,7.97,,,,,,,,,6.01,7.34,,6.25,,,7.24,7.36,,,7.34,,,6.34,6.26,,2.9,4.9,4.57,3.9699998,,5.52,5.395,5.25,7.4,7.37,,4.83,5.91,3.83,4.3439999999999985,,,1.91,3.16,,,,,2.14,,,,1.63,,,,,G2V
06252540-0453027,NGC2232,WG11:WG12:WG13,96.3558333333317,-4.884083333333249,17.551907,5668.0,0.0,4.31,0.0,-0.02,1.0515251,,,19.547249,0.38140506,2.1499996,3.025376,,,,,,,,,,,,,,,,,6.19,7.59,,,,,7.46,,,,,,,6.6210003,,3.414,3.25,5.2,5.03,4.367,,5.85,5.6749997,5.55,7.62,7.43,,5.05,6.3,4.27,4.254,,,2.32,,,,,,2.144,,,,1.81,,,,,G5IV-V
06274588-0442152,NGC2232,WG11:WG12:WG13,96.941166666665,-4.704222222222142,69.5029,6266.0,0.0,3.9,0.0,-0.01,1.3437303,,,24.223202,0.878591,30.219128,5.732767,,,,,,,,8.03,,,,,,,,,6.15,7.59,,,,,7.5,,,,,,,6.551,,,2.74,4.76,4.74,4.8469996,,5.49,5.515,5.34,,,,4.65,6.14,4.72,4.0539999999999985,,,,,,,,,,,,,,,,,,F6IV
06262777-0433218,NGC2232,WG11:WG10:WG12:WG13,96.6157083333317,-4.5560555555554805,105.921844,6054.0,245.0,4.5092597,0.12548816,0.071444124,1.66,,,25.960701,0.37788048,17.528313,5.252867,,,,,,,3.3571017,8.11,,,,,,,,,6.02,7.29,,6.38,,,7.31,7.47,,,7.39,,,6.331,6.1,3.384,2.99,4.85,4.65,4.12,,5.46,5.6549997,5.41,7.52,7.55,,4.91,6.07,4.04,4.4040003,,,2.03,,,,,,2.14,1.27,,,1.87,,,,,G0V
06273773-0453592,NGC2232,WG11:WG10:WG12:WG13,96.90720833333172,-4.899777777777693,80.21576,5861.0,500.0,4.2222222999999985,0.2,0.0,1.1288412,,,29.72765,0.3657068,6.4666996,4.758327,,,,,,,1.16,8.05,,,,,,,,,5.96,7.39,,6.33,,,7.18,6.64,,,,,,6.011,6.18,3.554,2.89,5.04,4.44,4.3269997,,5.66,5.345,5.48,7.27,6.83,,4.97,6.07,4.13,3.864,,,1.91,,,,,,1.324,,,,1.54,,0.27,,,G6V
06295921-0438556,NGC2232,WG11:WG12:WG13,97.49670833333168,-4.648777777777699,161.14033999999995,6028.0,51.0,3.7531838,0.055368524,-0.27231485,1.4166666,,,30.5911,0.3603645,4.0645,3.226918,,,,,,,,7.81,,,,,,,,,5.87,7.15,,,,,7.23,,,,,,,6.2400002,6.02,,3.16,4.56,4.64,3.7570002,,5.23,5.25,4.97,7.16,7.13,,4.62,5.88,3.8,4.374,,,1.67,,2.33,,,,1.78,0.78,1.44,,1.19,,,,,F8V
06302094-0431254,NGC2232,WG11:WG10:WG12:WG13,97.58724999999836,-4.523722222222147,129.67622,5776.0,19.0,3.803393,0.065197214,0.094381705,1.28,,,31.00935,0.3644271,2.2055554,3.294446,,,,,,,2.801386,8.15,,,,,8.692,,,,6.16,7.58,,6.5299997,,,7.53,7.53,,,7.0,,,6.59,6.31,,3.4,4.98,5.12,4.12,,5.69,5.66,5.36,7.56,7.56,,4.94,6.34,4.15,4.664,,,2.19,,2.73,,,,2.25,1.24,1.8100001,,1.54,,0.46,,,G1.5V
06275445-0449487,NGC2232,WG11:WG12:WG13,96.97687499999836,-4.830194444444363,263.7166,6576.0,0.0,4.02,0.0,-0.1,1.4860403999999998,,,33.6203,0.38727283,22.02726,5.6640644,,,,,,,3.137352,8.17,,,,,9.302,,,,6.12,7.33,,6.14,,,7.39,7.87,,,7.58,,,6.3210000000000015,6.38,,2.86,5.24,4.77,4.397,,5.43,5.4849997,5.22,7.43,7.45,,4.95,5.94,,4.1140003,,,2.17,3.58,,,,,1.974,,,,1.48,,,,,F1V
06282430-0502513,NGC2232,WG11:WG12:WG13,97.10124999999836,-5.0475833333332485,155.55241,6217.0,426.0,4.6605086,0.33377670000000004,0.02651406,1.2139935,,,34.783897,0.36504048,11.73,4.4210014000000015,,,,,,,,8.07,,,,,,,,,6.27,7.53,,6.31,,,7.57,,,,,,,6.601,6.22,,3.26,5.08,4.99,4.217,,5.8,5.595,5.45,7.61,7.47,,4.96,6.19,4.22,4.624,,,2.33,,,,,,2.5340002,,,,1.76,,,,,G0V
06272164-0456265,NGC2232,WG11:WG12:WG13,96.84016666666504,-4.940694444444361,87.35673,6225.0,92.0,4.602939599999999,0.26239598,-0.18645136,1.9350001,,,34.951653,0.36246616,8.215334,4.4193974,,,,,,,,8.12,,,,,,,,,5.79,7.05,,,,,7.19,,,,,,,6.2010000000000005,,,2.82,4.86,4.7,4.257,,5.16,5.4849997,5.27,6.8,6.75,,4.91,5.99,3.84,4.394,,,2.18,,,,,,1.064,,,,1.52,,,,,F8IV
06281663-0523175,NGC2232,WG11:WG10:WG12:WG13,97.069291666665,-5.388194444444354,78.73631,5240.0,24.0,3.847046,0.07680619,0.10986469,1.1,,,35.919952,0.36488253,2.05,2.8206556000000003,,,,,,,1.1961298,8.27,,,,,8.702,,,,6.22,7.6,,6.5,,,7.62,7.46,,,,,,6.54,6.34,3.21,3.5900002,4.99,5.04,4.2,,5.67,5.7200003,5.5,7.55,7.6,,5.04,6.34,4.23,4.7639999999999985,,,2.19,2.74,2.75,,2.12,,2.1100001,,,,1.59,,0.26,,,K0IV
06252078-0444175,NGC2232,WG11:WG12:WG13,96.3365833333317,-4.738194444444366,75.29875,5252.0,17.0,4.384313,0.061750837,-0.057106957,0.75,,,48.74645200000001,0.36574003,6.23875,4.6922326,,,,,,,0.9298919,8.1,,,,,,,,,6.08,7.46,,6.39,,,7.44,7.3,,,,,,6.39,,2.704,3.41,4.95,4.84,4.01,,5.57,5.75,5.4,7.45,7.52,,4.86,6.21,4.04,4.604,,,2.16,,,,,,2.01,2.22,,,1.66,,,,,K0V
06263734-0453322,NGC2232,WG11:WG12:WG13,96.65558333333168,-4.892277777777693,146.25278,6239.0,0.0,3.86,0.0,-0.03,1.3354181,,,52.9432,0.38848552,16.668312,4.3683906,,,,,,,,8.06,,,,,,,,,6.04,7.51,,6.29,,,7.64,,,,,,,6.271,,,3.14,4.77,4.78,4.037,,5.55,5.995,5.32,7.61,7.55,,4.88,6.08,4.15,4.414,,,2.15,,3.16,,,,2.384,,,,1.4,,,,,F8IV
06292122-3118312,NGC2243,WG11:WG10,97.33841666666504,-31.30866666666614,9.429853,6786.0,178.0,4.1853857,0.5278241,,1.0,,,45.0849,0.34863806,19.066038,3.3154454,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2723827,,,,,,,,,,,,,,,,,,,,,,,,
06292225-3117092,NGC2243,WG11,97.34270833333169,-31.28588888888836,113.970764,5318.0,61.0,3.915905,0.11628422,0.04,1.03,,,52.0357,0.36485863,4.19,3.8320158,,,,,,,1.49,8.19,,,,,,,,,6.2,7.55,,6.43,,,7.54,7.4,,,,,,6.4510000000000005,6.34,3.234,3.31,4.98,5.05,4.117,,5.65,5.6749997,5.57,7.48,7.51,,4.92,6.29,4.18,4.704,,,2.17,,2.71,,,,2.094,,1.79,,1.65,,,,,
06295017-3118531,NGC2243,WG11:WG10,97.45908333333168,-31.314777777777252,179.87871,5164.0,60.0,4.5975413,0.11501963,-0.16,0.735,,,61.7835,0.3651139,7.4663,5.1656027,,,,,,,0.36,,,,,,,,,,6.01,7.32,,6.22,,,7.33,7.2,,,,,,6.181,,3.124,3.05,4.86,4.86,4.027,,5.49,5.6349998,5.37,7.28,7.34,,4.69,6.08,3.91,4.5139999999999985,,,2.12,,,,,,1.974,,,,1.59,,,,,
06293003-3122493,NGC2243,WG11,97.37512499999836,-31.380361111110567,24.166576,4904.0,74.0,4.269527,0.13382120000000006,-0.16,0.645,,,73.4195,0.37150067,7.7149,5.294824,,,,,,,0.75,,,,,,,,,,6.15,7.47,,6.38,,,7.29,8.05,,,,,,,,3.504,3.29,5.14,5.09,4.3269997,,5.62,5.845,,7.34,7.44,,4.86,6.09,3.92,4.6940002,,,2.25,,,,,,1.974,,,,,,,,,
06401757+0932198,NGC2264,WG12,100.07320833333164,9.538833333333171,57.032997,5067.0,0.0,4.4703784,0.05315696,0.16105759,0.75,,,0.153,0.36690012,7.5620002999999985,5.228846,,,,,,,0.8409105,,,,,,,,,,6.67,7.7799997,,6.74,,,7.71,,,,8.84,,,6.76,,3.56,3.72,5.41,5.4700003,4.71,,5.97,6.4500003,,7.71,7.71,,5.33,6.54,,,,,2.64,3.05,,,2.55,,2.0900002,,,,,,,,,K3V
06414303+0943324,NGC2264,WG12,100.42924999999828,9.7256666666665,191.69263,6867.0,0.0,4.09,0.0,-0.03,,,,4.2992,0.56568545,,,,,,,,,2.7327619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1V
06412379+0933565,NGC2264,WG12,100.34908333333165,9.565694444444283,306.39484,6908.0,0.0,4.12,0.0,-0.04,,,,10.4878,0.56568545,,,,,,,,,3.1997576000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1V
06400970+0941434,NGC2264,WG12,100.04004166666498,9.695388888888726,48.83478,5205.0,0.0,4.12,0.0,-0.02,,,,11.06,0.4,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K0IV
06414945+1004475,NGC2264,WG12,100.45604166666494,10.079861111110944,90.85876,6451.0,0.0,4.14,0.0,-0.53,,,,11.64115,0.39865923,18.019085,6.0510144,,,,,,,2.3339484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F2V
06400268+0918198,NGC2264,WG12,100.01116666666498,9.305499999999844,93.15319,5887.0,17.0,4.292746,0.17205167,-0.013591182,1.72,,,13.50865,0.39942712,19.91854,5.8699580000000005,,,,,,,3.015259,,,,,,,,,,6.0899997,7.61,,6.37,,,7.44,,,,7.37,,,6.37,,,3.24,4.89,4.76,4.12,,5.43,,,7.42,7.43,,5.46,6.12,,,,,2.09,,,,,,1.93,1.37,,,,,0.72,,,G2V
06413437+1002251,NGC2264,WG12,100.39320833333164,10.040305555555387,142.0377,6565.0,0.0,3.86,0.0,-0.4,,,,14.88155,0.39148036,18.830605,5.878806,,,,,,,1.7338943,,,,,,,,,,5.81,6.96,,,,,7.2,,,,,,,6.2000003,,,2.9,4.56,4.51,,,5.15,,,7.16,7.1,,5.86,5.7,,,,,1.61,,,,,,1.55,0.67,,,,,,,,
06404877+0921566,NGC2264,WG12,100.20320833333162,9.365722222222065,314.7495,7474.0,0.0,4.05,0.0,0.23,,,,15.2459,3.0,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2Vpe
06411380+0955439,NGC2264,WG12,100.30749999999833,9.928861111110944,260.4181,6028.0,0.0,4.2,0.0,0.06,,,,15.373,0.6166844,32.09488,7.942467999999999,,,,,,,3.526699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F8V
06394157+0934405,NGC2264,WG12,99.92320833333164,9.577916666666503,111.68171,5783.0,0.0,4.38,0.0,0.02,,,,15.76585,0.50087863,27.413970000000006,7.112818700000001,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2V
06401620+0917130,NGC2264,WG12,100.06745833333166,9.286944444444288,200.71426,7947.0,0.0,4.12,0.0,0.26,,,,16.039452,4.2426405,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8m
06401692+0929099,NGC2264,WG12,100.0704999999983,9.486083333333172,112.203476,6230.0,0.0,3.87,0.0,-0.23,,,,16.2688,0.51758426,,,,,,,,,3.0387504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F7IV
06411159+1002235,NGC2264,WG12,100.29829166666494,10.039861111110943,66.93923000000001,5016.0,0.0,4.46,0.0,-0.12,,,,16.441502,0.63829076,34.068142,8.288021,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K2V
06415635+0950059,NGC2264,WG12,100.48479166666495,9.834972222222056,113.32235,5899.0,27.0,4.1845930000000005,0.021656198,0.0815143,1.06,,,17.242352,0.36456707,2.6190908,2.9756439,,,,,,,2.2884853,,,,,,,,,,6.17,7.56,,6.45,,,7.53,,,,7.83,,,6.48,,,3.48,4.94,5.03,4.1,,5.66,5.48,,7.53,7.56,,4.93,6.29,,,,,2.12,,,,,,2.18,1.2,,,,,,,,F8V
06420870+0941212,NGC2264,WG12,100.53624999999829,9.68922222222206,44.548023,4771.0,0.0,4.47,0.0,-0.17,,,,17.571102,0.6600535,31.700178,7.8006997,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K3V
06412054+0945355,NGC2264,WG12,100.33558333333164,9.759888888888725,84.82141999999997,4902.0,0.0,4.5,0.0,-0.12,,,,17.83445,0.72512907,34.352016,8.343159,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K3V
06411398+0910340,NGC2264,WG12,100.30824999999832,9.176111111110957,143.65353000000005,6237.0,46.0,4.1860833,0.0061086304,0.006769523,1.55,,,18.047451,0.3656219,7.4315004,5.7887654,,,,,,,2.5755136000000003,,,,,,,,,,6.14,7.49,,6.3599997,,,7.45,,,,7.6,,,6.44,,,3.3700001000000004,4.86,4.87,4.21,,5.54,5.57,,7.42,7.44,,4.89,6.15,,,,,2.05,,,,,,2.18,1.12,,,,,,,,F8V
06403086+0934405,NGC2264,WG12,100.12858333333165,9.577916666666503,36.956535,4886.0,0.0,4.41,0.0,-0.01,,,,18.067352,1.1533107,38.168163,9.120097,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K0V
06413250+0938074,NGC2264,WG12,100.38541666666494,9.635388888888725,56.361744,4695.0,156.0,4.255127,0.46518987,-0.12267278,1.51,,,18.285751,0.3700648,11.521591,5.974307,,,,,,,3.6,,,,,,,,,,6.21,,,6.18,,,7.28,,,,,,,,,,3.25,,4.55,4.18,,,,,7.38,7.62,,4.79,6.02,,,,,2.55,2.64,,,2.2,,,1.66,2.3999999,,,,,,,K3V
06410254+0934557,NGC2264,WG12,100.26058333333164,9.582166666666506,29.73085,4847.0,0.0,4.47,0.0,0.05,,,,18.725502,3.16628,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K3V
06412878+0938388,NGC2264,WG12,100.36991666666495,9.64411111111095,88.15584,5245.0,0.0,4.52,0.0,-0.07,,,,18.90525,0.40939057,21.680092,5.994132,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K1V
06405694+0948407,NGC2264,WG12,100.23724999999833,9.811305555555393,191.23862,6096.0,8.0,3.975653,0.18499841,-0.034971215,1.61,,,18.926552,0.39383602,20.114838,5.994887,,,,,,,3.4543498,,,,,,,,,,6.08,7.16,,,,,7.36,,,,,,,6.4500003,,,3.24,4.87,4.71,4.2599998,,5.48,,,7.42,7.49,,5.22,6.07,,,,,2.08,,,,,,2.17,1.16,,,,,,,,F9IV-V
06413161+0948328,NGC2264,WG12,100.38166666666494,9.809111111110944,42.876385,4801.0,0.0,4.48,0.0,-0.07,,,,18.958752,0.48463506,25.645233,6.5513910000000015,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K3V
06411575+0926168,NGC2264,WG12,100.3156249999983,9.43799999999984,144.81583999999995,4703.0,0.0,4.49,0.0,-0.07,,,,19.1399,0.4197943,25.31076,6.4531245,,,,,,,3.5988480000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K3V
06405212+0913539,NGC2264,WG12,100.21712499999832,9.231666666666511,216.15799,6311.0,0.0,4.01,0.0,0.01,,,,19.448452,3.046708,,,,,,,,,3.3877017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F6IV
06404218+0933374,NGC2264,WG12,100.17574999999832,9.560388888888726,219.3889,6203.0,0.0,4.06,0.0,-0.02,,,,19.655102,3.0267022,,,,,,,,,3.5155318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F8IV
06410077+0951223,NGC2264,WG12,100.25320833333164,9.856194444444279,45.61777,4633.0,0.0,4.51,0.0,-0.07,,,,19.71215,0.4569523,25.031273,6.3883395,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K3V
06411542+0946396,NGC2264,WG12,100.3142499999983,9.777666666666503,133.80173,5236.0,0.0,4.51,0.0,-0.04,,,,19.830952,3.1042523,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K1V
06410141+0934081,NGC2264,WG12,100.25587499999833,9.568916666666508,57.24995,4739.0,33.0,3.9648676,0.034199834,-0.15474431,1.9,,,20.594501,0.36766982,8.927601,6.085254,,,,,,,3.6,,,,,,,,,,6.24,7.41,,6.18,,,7.3,,,,,,,6.39,,3.17,3.16,5.06,,4.22,,5.64,,,7.32,7.27,,4.76,6.02,,,,,2.26,2.79,,,2.23,,,1.4,,,,,,,,K3V
06410715+0927479,NGC2264,WG12,100.27979166666498,9.463305555555396,53.25218,4844.0,334.0,4.692909200000001,0.52184516,-0.2867343,,,,20.8689,0.37298518,13.556089000000002,5.3976120000000005,,,,,,,3.6,,,,,,,,,,,,,6.37,,,7.28,,,,,,,,,,3.25,,4.82,,,5.6,,,7.48,7.72,,,,,,,,2.93,3.32,,,2.43,,,,,,,,,,,
06414206+0947361,NGC2264,WG12,100.42524999999829,9.793361111110947,262.2529,7502.0,0.0,4.08,0.0,-0.06,,,,21.1123,0.59802973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8m
